"id";"nom";"codepostal";"longitude";"latitude"
"blanquefort-33";"Blanquefort";"33290";-0.633333;44.9167
"artigues-pres-bordeaux";"Artigues-près-Bordeaux";"33370";-0.516667;44.85
"ares";"Arès";"33740";-1.1394;44.7671
"bruges";"Bruges";"33520";-0.616667;44.8833
"pian-medoc";"Le Pian-Médoc";"33290";-0.633333;44.9667
"martignas-sur-jalle";"Martignas-sur-Jalle";"33127";-0.766667;44.8333
"lormont";"Lormont";"33310";-0.533333;44.8667
"carbon-blanc";"Carbon-Blanc";"33560";-0.5;44.8833
"villenave-d-ornon";"Villenave-d'Ornon";"33140";-0.55;44.7667
"mios";"Mios";"33380";-0.933333;44.6
"cestas";"Cestas";"33610";-0.683333;44.7333
"ambares-et-lagrave";"Ambarès-et-Lagrave";"33440";-0.486667;44.9248
"leognan";"Léognan";"33850";-0.6;44.7333
"talence";"Talence";"33400";-0.6;44.8167
"pessac";"Pessac";"33600";-0.616667;44.8
"lanton";"Lanton";"33138";-1.03333;44.7
"izon";"Izon";"33450";-0.366667;44.9167
"merignac-33";"Mérignac";"33700";-0.633333;44.8333
"taillan-medoc";"Le Taillan-Médoc";"33320";-0.666667;44.9
"cenon";"Cenon";"33150";-0.533333;44.85
"salles-33";"Salles";"33770";-0.869444;44.552
"lege-cap-ferret";"Lège-Cap-Ferret";"33950";0.853612;44.7931
"saint-andre-de-cubzac";"Saint-André-de-Cubzac";"33240";-0.441667;44.9917
"saint-denis-de-pile";"Saint-Denis-de-Pile";"33910";-0.2;45
"mauguio";"Mauguio";"34130";4.01667;43.6167
"perols";"Pérols";"34470";3.95;43.5667
"castelnau-le-lez";"Castelnau-le-Lez";"34170";3.9;43.6333
"fabregues";"Fabrègues";"34690";3.76667;43.55
"baillargues";"Baillargues";"34670";4.01667;43.6667
"marsillargues";"Marsillargues";"34590";4.18333;43.6667
"bedarieux";"Bédarieux";"34600";3.15;43.6167
"lattes";"Lattes";"34970";3.9;43.5667
"saint-georges-d-orques";"Saint-Georges-d'Orques";"34680";3.78333;43.6167
"agde";"Agde";"34300";3.46667;43.3167
"beziers";"Béziers";"34500";3.25;43.35
"balaruc-les-bains";"Balaruc-les-Bains";"34540";3.66667;43.4333
"meze";"Mèze";"34140";3.6;43.4167
"sete";"Sète";"34200";3.68333;43.4
"saint-jean-de-vedas";"Saint-Jean-de-Védas";"34430";3.83333;43.5833
"lodeve";"Lodève";"34700";3.31667;43.7167
"clapiers";"Clapiers";"34830";3.88333;43.65
"pezenas";"Pézenas";"34120";3.41667;43.45
"gignac-34";"Gignac";"34150";3.55;43.65
"saint-gely-du-fesc";"Saint-Gély-du-Fesc";"34980";3.8;43.7
"poussan";"Poussan";"34560";3.66667;43.4833
"pignan";"Pignan";"34570";3.76667;43.5833
"castries";"Castries";"34160";3.98333;43.6667
"frontignan";"Frontignan";"34110";3.75;43.45
"marseillan-34";"Marseillan";"34340";3.53333;43.35
"cres";"Le Crès";"34920";3.93333;43.65
"montpellier";"Montpellier";"34000-34070-34080-34090";3.88333;43.6
"villeneuve-les-maguelone";"Villeneuve-lès-Maguelone";"34750";3.86084;43.5323
"serignan";"Sérignan";"34410";3.28333;43.2833
"vendargues";"Vendargues";"34740";3.96667;43.65
"cournonterral";"Cournonterral";"34660";3.71667;43.55
"lunel";"Lunel";"34400";4.13333;43.6833
"grabels";"Grabels";"34790";3.78333;43.65
"grande-motte";"La Grande-Motte";"34280";4.08333;43.5667
"vias";"Vias";"34450";3.41667;43.3
"juvignac";"Juvignac";"34990";3.8;43.6167
"saint-andre-de-sangonis";"Saint-André-de-Sangonis";"34725";3.5;43.65
"clermont-l-herault";"Clermont-l'Hérault";"34800";3.43333;43.6167
"gigean";"Gigean";"34770";3.7;43.5
"palavas-les-flots";"Palavas-les-Flots";"34250";3.93333;43.5333
"bain-de-bretagne";"Bain-de-Bretagne";"35470";-1.68333;47.8333
"rennes";"Rennes";"35000-35200-35700";-1.68333;48.0833
"redon";"Redon";"35600";-2.08333;47.65
"saint-malo";"Saint-Malo";"35400";-2.01667;48.65
"dinard";"Dinard";"35800";-2.06667;48.6333
"cancale";"Cancale";"35260";-1.85;48.6833
"saint-gregoire-35";"Saint-Grégoire";"35760";-1.68333;48.15
"vern-sur-seiche";"Vern-sur-Seiche";"35770";-1.6;48.05
"combourg";"Combourg";"35270";-1.75;48.4167
"liffre";"Liffré";"35340";-1.5;48.2167
"montfort-sur-meu";"Montfort-sur-Meu";"35160";-1.96667;48.1333
"janze";"Janzé";"35150";-1.5;47.9667
"bruz";"Bruz";"35170";-1.75;48.0333
"thorigne-fouillard";"Thorigné-Fouillard";"35235";0.420279;48.1598
"betton";"Betton";"35830";-1.65;48.1833
"fougeres";"Fougères";"35300";-1.2;48.35
"noyal-chatillon-sur-seiche";"Noyal-Châtillon-sur-Seiche";"35230";0.342501;48.0434
"breal-sous-montfort";"Bréal-sous-Montfort";"35310";-1.86667;48.05
"vitre-35";"Vitré";"35500";-1.2;48.1333
"pleurtuit";"Pleurtuit";"35730";-2.06667;48.5833
"pace-35";"Pacé";"35740";-1.76667;48.15
"rheu";"Le Rheu";"35650";-1.8;48.1
"saint-jacques-de-la-lande";"Saint-Jacques-de-la-Lande";"35136";-1.71667;48.0667
"noyal-sur-vilaine";"Noyal-sur-Vilaine";"35530";-1.51667;48.1167
"guichen";"Guichen";"35580";-1.8;47.9667
"chantepie";"Chantepie";"35135";-1.61667;48.0833
"cesson-sevigne";"Cesson-Sévigné";"35510";-1.6;48.125
"chartres-de-bretagne";"Chartres-de-Bretagne";"35131";-1.7;48.05
"chateaugiron";"Châteaugiron";"35410";-1.5;48.05
"melesse";"Melesse";"35520";-1.7;48.2167
"dol-de-bretagne";"Dol-de-Bretagne";"35120";-1.75;48.55
"acigne";"Acigné";"35690";-1.53333;48.1333
"mordelles";"Mordelles";"35310";-1.85;48.0667
"chateaubourg-35";"Châteaubourg";"35220";-1.4;48.1167
"deols";"Déols";"36130";1.7;46.8333
"issoudun";"Issoudun";"36100";2;46.95
"chateauroux";"Châteauroux";"36000";1.7;46.8167
"poinconnet";"Le Poinçonnet";"36330";1.71667;46.7667
"argenton-sur-creuse";"Argenton-sur-Creuse";"36200";1.51667;46.5833
"blanc";"Le Blanc";"36300";1.06667;46.6333
"blere";"Bléré";"37150";1;47.3333
"saint-cyr-sur-loire";"Saint-Cyr-sur-Loire";"37540";0.666667;47.4
"ballan-mire";"Ballan-Miré";"37510";0.616667;47.3333
"amboise";"Amboise";"37530";0.983333;47.4167
"loches";"Loches";"37600";1;47.1333
"chinon";"Chinon";"37500";0.25;47.1667
"chambray-les-tours";"Chambray-lès-Tours";"37170";0.716667;47.3333
"tours";"Tours";"37000-37100-37200";0.683333;47.3833
"saint-pierre-des-corps";"Saint-Pierre-des-Corps";"37700";0.733333;47.3833
"joue-les-tours";"Joué-lès-Tours";"37300";0.666667;47.35
"monts-37";"Monts";"37260";0.616667;47.2833
"chateau-renault";"Château-Renault";"37110";0.916667;47.5833
"montlouis-sur-loire";"Montlouis-sur-Loire";"37270";0.833333;47.3833
"saint-avertin";"Saint-Avertin";"37550";0.733333;47.3667
"fondettes";"Fondettes";"37230";0.6;47.4
"veigne";"Veigné";"37250";0.733333;47.2833
"luynes";"Luynes";"37230";0.55;47.3833
"riche-37";"La Riche";"37520";0.65;47.3833
"voiron";"Voiron";"38500";5.58333;45.3667
"peage-de-roussillon";"Le Péage-de-Roussillon";"38550";4.8;45.3667
"saint-martin-d-heres";"Saint-Martin-d'Hères";"38400";5.76667;45.1667
"meylan";"Meylan";"38240";5.78333;45.2333
"charvieu-chavagneux";"Charvieu-Chavagneux";"38230";5.16389;45.7456
"pont-de-cheruy";"Pont-de-Chéruy";"38230";5.18333;45.75
"verpilliere";"La Verpillière";"38290";5.15;45.6333
"vizille";"Vizille";"38220";5.76667;45.0833
"tour-du-pin";"La Tour-du-Pin";"38110";5.45;45.5667
"roussillon-38";"Roussillon";"38150";4.81667;45.3667
"saint-ismier";"Saint-Ismier";"38330";5.83333;45.25
"fontaine-38";"Fontaine";"38600";5.66667;45.1833
"echirolles";"Échirolles";"38130";5.71667;45.1333
"avenieres";"Avenières";"38630";5.56667;45.6333
"grenoble";"Grenoble";"38000-38100";5.71667;45.1667
"varces-allieres-et-risset";"Varces-Allières-et-Risset";"38760";5.68195;45.0867
"domene";"Domène";"38420";5.83333;45.2
"bourgoin-jallieu";"Bourgoin-Jallieu";"38300";5.27972;45.5917
"saint-martin-le-vinoux";"Saint-Martin-le-Vinoux";"38950";5.71667;45.2
"tronche";"La Tronche";"38700";5.73333;45.2
"tignieu-jameyzieu";"Tignieu-Jameyzieu";"38230";5.18333;45.7333
"pont-de-claix";"Le Pont-de-Claix";"38800";5.7;45.1167
"saint-egreve";"Saint-Égrève";"38120";5.68306;45.2317
"saint-martin-d-uriage";"Saint-Martin-d'Uriage";"38410";5.83333;45.15
"saint-marcellin";"Saint-Marcellin";"38160";5.31667;45.15
"rives-38";"Rives";"38140";5.5;45.35
"moirans";"Moirans";"38430";5.56667;45.3333
"saint-maurice-l-exil";"Saint-Maurice-l'Exil";"38550";4.78333;45.4
"villefontaine";"Villefontaine";"38090";5.15;45.6167
"saint-quentin-fallavier";"Saint-Quentin-Fallavier";"38070";5.11667;45.6333
"pont-eveque";"Pont-Évêque";"38780";4.91667;45.5333
"sassenage";"Sassenage";"38360";5.66667;45.2
"mure";"La Mure";"38350";5.78751;44.9031
"isle-d-abeau";"L'Isle-d'Abeau";"38080";5.23333;45.6167
"gieres";"Gières";"38610";5.78333;45.1833
"villard-bonnot";"Villard-Bonnot";"38190";5.88333;45.2333
"tullins";"Tullins";"38210";5.48333;45.3
"crolles";"Crolles";"38190";5.88333;45.2833
"voreppe";"Voreppe";"38340";5.63333;45.3
"seyssins";"Seyssins";"38180";5.68333;45.15
"claix-38";"Claix";"38640";5.66667;45.1167
"vif";"Vif";"38450";5.66667;45.05
"chasse-sur-rhone";"Chasse-sur-Rhône";"38670";4.81667;45.5667
"seyssinet-pariset";"Seyssinet-Pariset";"38170";5.65;45.1667
"vienne";"Vienne";"38200";4.86667;45.5167
"pontcharra";"Pontcharra";"38530";6.01667;45.4333
"eybens";"Eybens";"38320";5.75;45.15
"saint-claude";"Saint-Claude";"39200";5.86667;46.3833
"morez";"Morez";"39400";6.03333;46.5167
"dole";"Dole";"39100";5.5;47.1
"lons-le-saunier";"Lons-le-Saunier";"39570";5.55;46.6667
"champagnole";"Champagnole";"39300";5.91667;46.75
"aire-sur-l-adour";"Aire-sur-l'Adour";"40800";-0.266667;43.7
"parentis-en-born";"Parentis-en-Born";"40160";-1.06667;44.35
"mimizan";"Mimizan";"40200";-1.23333;44.2
"biscarrosse";"Biscarrosse";"40600";-1.16667;44.3917
"dax";"Dax";"40100";-1.05;43.7167
"capbreton";"Capbreton";"40130";-1.43333;43.6333
"saint-pierre-du-mont-40";"Saint-Pierre-du-Mont";"40280";-0.516667;43.8833
"tarnos";"Tarnos";"40220";-1.46667;43.5333
"mont-de-marsan";"Mont-de-Marsan";"40000";-0.5;43.8833
"soustons";"Soustons";"40140";-1.31667;43.75
"saint-paul-les-dax";"Saint-Paul-lès-Dax";"40990";-1.05;43.7333
"saint-vincent-de-tyrosse";"Saint-Vincent-de-Tyrosse";"40230";-1.3;43.6667
"romorantin-lanthenay";"Romorantin-Lanthenay";"41200";1.74361;47.3589
"vineuil-41";"Vineuil";"41350";1.38333;47.5833
"vendome";"Vendôme";"41100";1.06667;47.8
"salbris";"Salbris";"41300";2.05;47.4259
"blois";"Blois";"41000";1.33333;47.5833
"mer";"Mer";"41500";1.5;47.7
"rive-de-gier";"Rive-de-Gier";"42800";4.61667;45.5333
"firminy";"Firminy";"42700";4.3;45.3833
"saint-genest-lerpt";"Saint-Genest-Lerpt";"42530";4.33333;45.45
"saint-galmier";"Saint-Galmier";"42330";4.31667;45.5833
"talaudiere";"La Talaudière";"42350";4.43333;45.4833
"unieux";"Unieux";"42240";4.26667;45.4
"veauche";"Veauche";"42340";4.28333;45.55
"sorbiers-42";"Sorbiers";"42290";4.45;45.4833
"montbrison";"Montbrison";"42600";4.05;45.6
"saint-etienne";"Saint-Étienne";"42000-42100-42230";4.4;45.4333
"saint-jean-bonnefonds";"Saint-Jean-Bonnefonds";"42650";4.45;45.45
"sury-le-comtal";"Sury-le-Comtal";"42450";4.16667;45.5333
"andrezieux-boutheon";"Andrézieux-Bouthéon";"42160";4.26028;45.5262
"chambon-feugerolles";"Le Chambon-Feugerolles";"42500";4.31667;45.4
"chazelles-sur-lyon";"Chazelles-sur-Lyon";"42140";4.38333;45.6333
"coteau";"Le Coteau";"42120";4.08333;46.0333
"saint-chamond";"Saint-Chamond";"42400";4.5;45.4667
"saint-just-saint-rambert";"Saint-Just-Saint-Rambert";"42170";4.24;45.4995
"grand-croix";"La Grand-Croix";"42320";4.55;45.5
"saint-priest-en-jarez";"Saint-Priest-en-Jarez";"42270";4.36667;45.4667
"mably";"Mably";"42300";4.06667;46.0833
"ricamarie";"La Ricamarie";"42150";4.36667;45.4
"roche-la-moliere";"Roche-la-Molière";"42230";4.31667;45.4333
"villars-42";"Villars";"42390";4.35;45.4667
"roanne";"Roanne";"42300";4.06889;46.0367
"feurs";"Feurs";"42110";4.23333;45.75
"riorges";"Riorges";"42153";4.03333;46.0333
"monistrol-sur-loire";"Monistrol-sur-Loire";"43120";4.16667;45.2833
"brioude";"Brioude";"43100";3.4;45.3
"aurec-sur-loire";"Aurec-sur-Loire";"43110";4.2;45.3667
"sainte-sigolene";"Sainte-Sigolène";"43600";4.25;45.2333
"puy-en-velay";"Le Puy-en-Velay";"43000";3.88583;45.0442
"yssingeaux";"Yssingeaux";"43200";4.11667;45.1333
"sainte-pazanne";"Sainte-Pazanne";"44680";-1.81667;47.1
"carquefou";"Carquefou";"44470";-1.5;47.3
"saint-herblain";"Saint-Herblain";"44800";-1.65;47.2167
"vallet";"Vallet";"44330";-1.26667;47.1667
"donges";"Donges";"44480";-2.06667;47.3
"blain";"Blain";"44130";-1.75;47.4833
"pornic";"Pornic";"44210";-2.1;47.1167
"suce-sur-erdre";"Sucé-sur-Erdre";"44240";0.470557;47.3448
"montoir-de-bretagne";"Montoir-de-Bretagne";"44550";-2.15;47.3333
"basse-goulaine";"Basse-Goulaine";"44115";-1.43333;47.2167
"loroux-bottereau";"Le Loroux-Bottereau";"44430";-1.35;47.25
"trignac";"Trignac";"44570";-2.18333;47.3167
"thouare-sur-loire";"Thouaré-sur-Loire";"44470";-1.45;47.2667
"saint-andre-des-eaux-44";"Saint-André-des-Eaux";"44117";-2.31667;47.3167
"bouguenais";"Bouguenais";"44340";-1.61667;47.1833
"sorinieres";"Sorinières";"44840";-1.53333;47.15
"saint-sebastien-sur-loire";"Saint-Sébastien-sur-Loire";"44230";-1.5;47.2167
"savenay";"Savenay";"44260";-1.95;47.3667
"chevroliere";"La Chevrolière";"44118";-1.61667;47.1
"saint-jean-de-boiseau";"Saint-Jean-de-Boiseau";"44640";-1.71667;47.2
"herbignac";"Herbignac";"44410";-2.31667;47.45
"chapelle-basse-mer";"La Chapelle-Basse-Mer";"44450";-1.33333;47.2667
"guemene-penfao";"Guémené-Penfao";"44290";-1.83333;47.6333
"pont-saint-martin";"Pont-Saint-Martin";"44860";-1.58333;47.1167
"treillieres";"Treillières";"44119";-1.63333;47.3333
"montagne-44";"La Montagne";"44620";-1.68333;47.1833
"coueron";"Couëron";"44220";-1.73333;47.2167
"orvault";"Orvault";"44700";-1.61667;47.2667
"sautron";"Sautron";"44880";-1.66667;47.2667
"clisson";"Clisson";"44190";-1.28333;47.0833
"machecoul";"Machecoul";"44270";-1.81667;47
"pontchateau";"Pontchâteau";"44160";-2.08333;47.4333
"saint-etienne-de-montluc";"Saint-Étienne-de-Montluc";"44360";-1.78333;47.2667
"saint-julien-de-concelles";"Saint-Julien-de-Concelles";"44450";-1.38333;47.25
"pornichet";"Pornichet";"44380";-2.35;47.25
"vertou";"Vertou";"44120";-1.48333;47.1667
"nantes";"Nantes";"44000-44100-44200-44300";-1.55;47.2167
"sainte-luce-sur-loire";"Sainte-Luce-sur-Loire";"44980";-1.5;47.25
"reze";"Rezé";"44400";-1.56667;47.2
"chateaubriant";"Châteaubriant";"44110";-1.38333;47.7167
"saint-philbert-de-grand-lieu";"Saint-Philbert-de-Grand-Lieu";"44310";-1.63333;47.0333
"heric";"Héric";"44810";-1.65;47.4167
"bouaye";"Bouaye";"44830";-1.7;47.15
"guerande";"Guérande";"44350";-2.43333;47.3333
"ancenis";"Ancenis";"44150";-1.16667;47.3667
"nort-sur-erdre";"Nort-sur-Erdre";"44390";-1.5;47.4333
"saint-brevin-les-pins";"Saint-Brevin-les-Pins";"44250";-2.16667;47.25
"vigneux-de-bretagne";"Vigneux-de-Bretagne";"44360";-1.73333;47.3167
"baule-escoublac";"La Baule-Escoublac";"44500";-2.36667;47.3
"chapelle-sur-erdre";"La Chapelle-sur-Erdre";"44240";-1.55;47.3
"saint-nazaire-44";"Saint-Nazaire";"44600";-2.2;47.2833
"haute-goulaine";"Haute-Goulaine";"44115";-1.43333;47.2
"amilly-45";"Amilly";"45200";2.77028;47.9731
"ferte-saint-aubin";"La Ferté-Saint-Aubin";"45240";1.93333;47.7167
"briare";"Briare";"45250";2.73333;47.6333
"saint-jean-de-braye";"Saint-Jean-de-Braye";"45800";1.96667;47.9
"gien";"Gien";"45500";2.63333;47.7
"villemandeur";"Villemandeur";"45700";2.7;47.9833
"beaugency";"Beaugency";"45190";1.63333;47.7833
"pithiviers";"Pithiviers";"45300";2.25;48.1667
"montargis";"Montargis";"45200";2.75;48
"meung-sur-loire";"Meung-sur-Loire";"45130";1.7;47.8333
"chalette-sur-loing";"Châlette-sur-Loing";"45120";2.73333;48.0167
"chapelle-saint-mesmin";"La Chapelle-Saint-Mesmin";"45380";1.83333;47.8833
"fleury-les-aubrais";"Fleury-les-Aubrais";"45400";1.91667;47.9333
"checy";"Chécy";"45430";2.01667;47.9
"malesherbes";"Malesherbes";"45330";2.41667;48.3
"saran";"Saran";"45770";1.88333;47.95
"sully-sur-loire";"Sully-sur-Loire";"45600";2.36667;47.7667
"saint-jean-de-la-ruelle";"Saint-Jean-de-la-Ruelle";"45140";1.86667;47.9167
"saint-pryve-saint-mesmin";"Saint-Pryvé-Saint-Mesmin";"45750";1.86667;47.8833
"saint-jean-le-blanc-45";"Saint-Jean-le-Blanc";"45650";1.91667;47.9
"ingre";"Ingré";"45140";1.81667;47.9167
"saint-denis-en-val";"Saint-Denis-en-Val";"45560";1.95;47.8833
"orleans";"Orléans";"45000-45100";1.9;47.9167
"chateauneuf-sur-loire";"Châteauneuf-sur-Loire";"45110";2.23333;47.8667
"olivet-45";"Olivet";"45160";1.9;47.8667
"figeac";"Figeac";"46100";2.03333;44.6
"cahors";"Cahors";"46000";1.43333;44.4333
"bon-encontre";"Bon-Encontre";"47240";0.683333;44.1833
"foulayronnes";"Foulayronnes";"47510";0.666667;44.2333
"tonneins";"Tonneins";"47400";0.316667;44.3833
"agen";"Agen";"47000";0.633333;44.2
"villeneuve-sur-lot";"Villeneuve-sur-Lot";"47300";0.716667;44.4
"boe";"Boé";"47550";0.633333;44.1667
"passage-47";"Le Passage";"47520";0.616667;44.2
"marmande";"Marmande";"47200";0.166667;44.5
"sainte-livrade-sur-lot";"Sainte-Livrade-sur-Lot";"47110";0.6;44.4
"fumel";"Fumel";"47500";0.966667;44.5
"nerac";"Nérac";"47600";0.35;44.1333
"marvejols";"Marvejols";"48100";3.28333;44.55
"mende";"Mende";"48000";3.5;44.5167
"chemille";"Chemillé";"49120";-0.716667;47.2167
"cholet";"Cholet";"49280";-0.883333;47.0667
"beaupreau";"Beaupréau";"49600";-1;47.2
"angers";"Angers";"49000-49100";-0.55;47.4667
"beaufort-en-vallee";"Beaufort-en-Vallée";"49250";-0.216667;47.4333
"montreuil-juigne";"Montreuil-Juigné";"49460";-0.611944;47.5284
"trelaze";"Trélazé";"49800";-0.466667;47.45
"saint-barthelemy-d-anjou";"Saint-Barthélemy-d'Anjou";"49124";-0.5;47.4667
"avrille-49";"Avrillé";"49240";-0.583333;47.5
"segre";"Segré";"49500";-0.866667;47.6833
"chalonnes-sur-loire";"Chalonnes-sur-Loire";"49290";-0.766667;47.35
"bouchemaine";"Bouchemaine";"49080";-0.6;47.4167
"doue-la-fontaine";"Doué-la-Fontaine";"49700";-0.283333;47.2
"ponts-de-ce";"Ponts-de-Cé";"49130";-0.516667;47.4167
"longue-jumelles";"Longué-Jumelles";"49160";-0.108056;47.3781
"saumur";"Saumur";"49400";-0.083333;47.2667
"mûrs-erigne";"Mûrs-Erigné";"49130";-0.55;47.4
"saint-macaire-en-mauges";"Saint-Macaire-en-Mauges";"49450";-1;47.1167
"equeurdreville-hainneville";"Équeurdreville-Hainneville";"50120";0.345279;49.6484
"avranches";"Avranches";"50300";-1.36667;48.6833
"tourlaville";"Tourlaville";"50110";-1.56667;49.6333
"granville";"Granville";"50400";-1.6;48.8333
"coutances";"Coutances";"50200";-1.43333;49.05
"carentan";"Carentan";"50500";-1.23333;49.3
"querqueville";"Querqueville";"50460";-1.7;49.6667
"cherbourg-octeville";"Cherbourg-Octeville";"50100-50130";-1.65;49.65
"saint-lo";"Saint-Lô";"50000";-1.08333;49.1167
"valognes";"Valognes";"50700";-1.46667;49.5167
"glacerie";"La Glacerie";"50470";-1.56667;49.6
"betheny";"Bétheny";"51450";4.05;49.2833
"reims";"Reims";"51100";4.03333;49.25
"epernay";"Épernay";"51200";3.95;49.05
"mourmelon-le-grand";"Mourmelon-le-Grand";"51400";4.36667;49.1333
"vitry-le-francois";"Vitry-le-François";"51300";4.58333;48.7333
"chalons-en-champagne";"Châlons-en-Champagne";"51000";4.36667;48.9583
"cormontreuil";"Cormontreuil";"51350";4.05;49.2167
"sezanne";"Sézanne";"51120";3.71667;48.7167
"tinqueux";"Tinqueux";"51430";3.98333;49.25
"fismes";"Fismes";"51170";3.68333;49.3
"saint-memmie";"Saint-Memmie";"51470";4.38333;48.95
"chaumont-52";"Chaumont";"52000";5.13333;48.1167
"langres";"Langres";"52200";5.33333;47.8667
"saint-dizier";"Saint-Dizier";"52100";4.95;48.6333
"chateau-gontier";"Château-Gontier";"53200";-0.7;47.8333
"change-53";"Changé";"53810";-0.8;48.1
"ernee";"Ernée";"53500";-0.933333;48.3
"saint-berthevin";"Saint-Berthevin";"53940";-0.825833;48.0684
"mayenne";"Mayenne";"53100";-0.616667;48.3
"evron";"Évron";"53600";-0.4;48.1667
"bonchamp-les-laval";"Bonchamp-lès-Laval";"53960";-0.7;48.0667
"laval-53";"Laval";"53000";-0.766667;48.0667
"joeuf";"Jœuf";"54240";6.01667;49.2333
"tomblaine";"Tomblaine";"54510";6.21667;48.6833
"malzeville";"Malzéville";"54220";6.2;48.7167
"mont-saint-martin-54";"Mont-Saint-Martin";"54350";5.78333;49.5333
"laneuveville-devant-nancy";"Laneuveville-devant-Nancy";"54410";6.23333;48.65
"saint-nicolas-de-port";"Saint-Nicolas-de-Port";"54210";6.3;48.6333
"jarville-la-malgrange";"Jarville-la-Malgrange";"54140";6.21667;48.6667
"jarny";"Jarny";"54800";5.88333;49.15
"villerupt";"Villerupt";"54190";5.93333;49.4667
"frouard";"Frouard";"54390";6.13333;48.7667
"longwy";"Longwy";"54400";5.76667;49.5167
"saint-max";"Saint-Max";"54130";6.21667;48.7
"nancy";"Nancy";"54100";6.2;48.6833
"ludres";"Ludres";"54710";6.16667;48.6167
"longuyon";"Longuyon";"54260";5.6;49.4333
"pont-a-mousson";"Pont-à-Mousson";"54700";6.06667;48.9
"champigneulles";"Champigneulles";"54250";6.16667;48.7333
"briey";"Briey";"54150";5.93333;49.25
"heillecourt";"Heillecourt";"54180";6.2;48.65
"luneville";"Lunéville";"54300";6.5;48.6
"essey-les-nancy";"Essey-lès-Nancy";"54270";6.23333;48.7
"maxeville";"Maxéville";"54320";6.16667;48.7167
"vandoeuvre-les-nancy";"Vandœuvre-lès-Nancy";"54500";6.18333;48.65
"neuves-maisons";"Neuves-Maisons";"54230";6.1;48.6167
"dombasle-sur-meurthe";"Dombasle-sur-Meurthe";"54110";6.35;48.6333
"toul";"Toul";"54200";5.9;48.6833
"villers-les-nancy";"Villers-lès-Nancy";"54600";6.15;48.6667
"liverdun";"Liverdun";"54460";6.05;48.75
"homecourt";"Homécourt";"54310";5.98333;49.2333
"laxou";"Laxou";"54520";6.15;48.6833
"verdun-55";"Verdun";"55100";5.38278;49.1598
"commercy";"Commercy";"55200";5.58333;48.75
"bar-le-duc";"Bar-le-Duc";"55000";5.16667;48.7833
"auray";"Auray";"56400";-2.98333;47.6667
"questembert";"Questembert";"56230";-2.46667;47.6667
"queven";"Quéven";"56530";-3.41667;47.7833
"theix";"Theix";"56450";-2.66667;47.6333
"sarzeau";"Sarzeau";"56370";-2.76667;47.5333
"pontivy";"Pontivy";"56300";-2.98333;48.0667
"lorient";"Lorient";"56100";-3.36667;47.75
"riantec";"Riantec";"56670";-3.31667;47.7167
"vannes";"Vannes";"56000";-2.75;47.6667
"arradon";"Arradon";"56610";-2.83333;47.6333
"sene";"Séné";"56860";-2.75;47.6167
"caudan";"Caudan";"56850";-3.33333;47.8167
"lanester";"Lanester";"56600";-3.35;47.75
"hennebont";"Hennebont";"56700";-3.28333;47.8
"languidic";"Languidic";"56440";-3.16667;47.8333
"ploeren";"Ploeren";"56880";-2.88333;47.65
"ploemeur";"Ploemeur";"56270";-3.43333;47.7333
"larmor-plage";"Larmor-Plage";"56260";-3.38333;47.7
"plouay";"Plouay";"56240";-3.33333;47.9167
"guidel";"Guidel";"56520";2.51139;47.7906
"pluneret";"Pluneret";"56400";-2.96667;47.6833
"ploermel";"Ploërmel";"56800";-2.4;47.9333
"inzinzac-lochrist";"Inzinzac-Lochrist";"56650";2.73306;47.8437
"guer";"Guer";"56380";-2.11667;47.9
"brech";"Brech";"56400";-2.98333;47.7167
"pluvigner";"Pluvigner";"56330";-3.01667;47.7667
"plouhinec-56";"Plouhinec";"56680";2.74889;47.6975
"baud";"Baud";"56150";-3.01667;47.8667
"quiberon";"Quiberon";"56170";-3.11667;47.4833
"elven";"Elven";"56250";-2.58333;47.7333
"saint-ave";"Saint-Avé";"56890";-2.75;47.6833
"kervignac";"Kervignac";"56700";-3.23333;47.7667
"behren-les-forbach";"Behren-lès-Forbach";"57460";6.95;49.1667
"marly-57";"Marly";"57155";6.14973;49.0612
"stiring-wendel";"Stiring-Wendel";"57350";6.93333;49.2
"yutz";"Yutz";"57970";6.18862;49.3589
"boulay-moselle";"Boulay-Moselle";"57220";6.5;49.1833
"florange";"Florange";"57190";6.11667;49.3333
"amneville";"Amnéville";"57360";6.15;49.2667
"mondelange";"Mondelange";"57300";6.16667;49.2667
"uckange";"Uckange";"57270";6.15;49.3
"forbach";"Forbach";"57600";6.9;49.1833
"woippy";"Woippy";"57140";6.15;49.15
"moulins-les-metz";"Moulins-lès-Metz";"57160";6.1;49.1
"freyming-merlebach";"Freyming-Merlebach";"57800";6.79889;49.1417
"hopital";"L'Hôpital";"57490";6.73333;49.1667
"metz";"Metz";"57000-57050-57070";6.16667;49.1333
"hombourg-haut";"Hombourg-Haut";"57470";6.76667;49.1333
"hayange";"Hayange";"57700";6.05;49.3333
"talange";"Talange";"57525";6.18333;49.25
"fameck";"Fameck";"57290";6.11667;49.3
"petite-rosselle";"Petite-Rosselle";"57540";6.83333;49.2
"guenange";"Guénange";"57310";6.18333;49.3
"thionville";"Thionville";"57100";6.16667;49.3667
"sarrebourg";"Sarrebourg";"57400";7.05;48.7333
"hagondange";"Hagondange";"57300";6.16667;49.25
"terville";"Terville";"57180";6.15;49.35
