"id";"nom";"codepostal";"longitude";"latitude";"nbpersonnes3"
"fontaine-guerin";"Fontaine-Guérin";"49250";-0.183333;47.4833;5
"villey-saint-etienne";"Villey-Saint-Étienne";"54200";5.98333;48.7333;5
"belvianes-et-cavirac";"Belvianes-et-Cavirac";"11500";2.2;42.85;4
"chay-17";"Le Chay";"17600";-0.897222;45.6414;5
"fage-montivernoux";"La Fage-Montivernoux";"48310";3.18333;44.75;9
"siracourt";"Siracourt";"62130";2.26667;50.3667;8
"merobert";"Mérobert";"91780";2;48.4167;6
"plourhan";"Plourhan";"22410";1.12834;48.6306;5
"nancy-sur-cluses";"Nancy-sur-Cluses";"74300";6.58333;46.0333;2
"bouvaincourt-sur-bresle";"Bouvaincourt-sur-Bresle";"80220";1.5;50.0333;6
"chandon";"Chandon";"42190";4.21667;46.15;9
"rinxent";"Rinxent";"62720";1.73333;50.8;3
"boissiere-de-montaigu";"La Boissière-de-Montaigu";"85600";-1.18333;46.95;8
"saint-agnan-sur-erre";"Saint-Agnan-sur-Erre";"61340";0.733333;48.3167;8
"acheres-la-foret";"Achères-la-Forêt";"77760";2.56667;48.35;5
"itxassou";"Itxassou";"64250";-1.4;43.3167;6
"flaviac";"Flaviac";"07000";4.68333;44.75;4
"gizy";"Gizy";"02350";3.76667;49.6;9
"moriat";"Moriat";"63340";3.26139;45.405;8
"meslay-le-grenet";"Meslay-le-Grenet";"28120";1.38333;48.3667;3
"bollene-vesubie";"La Bollène-Vésubie";"06450";7.33333;43.9833;6
"croixanvec";"Croixanvec";"56920";-2.86667;48.1333;10
"preigney";"Preigney";"70120";5.78333;47.7667;2
"montmartin-sur-mer";"Montmartin-sur-Mer";"50590";-1.51667;48.9833;3
"savonnieres-devant-bar";"Savonnières-devant-Bar";"55000";5.16667;48.75;7
"saint-cyr-sur-mer";"Saint-Cyr-sur-Mer";"83270";5.71667;43.1833;3
"moutier-rozeille";"Moutier-Rozeille";"23200";2.2;45.9167;7
"ohis";"Ohis";"02500";4.01667;49.9333;4
"ecommoy";"Écommoy";"72220";0.266667;47.8333;9
"ouville";"Ouville";"50210";-1.36667;49.0167;7
"mezel-04";"Mézel";"04270";6.2;43.9833;8
"courbe";"La Courbe";"61150";-0.183333;48.75;8
"aubonne";"Aubonne";"25520";6.33333;47.0333;2
"saillant";"Saillant";"63840";3.01667;45.5667;9
"montaigut-le-blanc-63";"Montaigut-le-Blanc";"63320";3.1;45.5833;2
"boisgasson";"Boisgasson";"28220";1.1525;48.0475;3
"grandrieu";"Grandrieu";"48600";3.63333;44.7833;1
"saint-pierre-brouck";"Saint-Pierre-Brouck";"59630";2.18333;50.9;8
"lisieux";"Lisieux";"14100";0.233333;49.15;3
"saint-calais";"Saint-Calais";"72120";0.75;47.9167;9
"bailleul-sir-berthoult";"Bailleul-Sir-Berthoult";"62580";2.85;50.3333;3
"guesnain";"Guesnain";"59287";3.15;50.35;3
"ajoux";"Ajoux";"07000";4.51667;44.7667;2
"nocle-maulaix";"La Nocle-Maulaix";"58250";3.78333;46.7667;7
"vollore-ville";"Vollore-Ville";"63120";3.6;45.7833;3
"lods";"Lods";"25930";6.25;47.05;6
"bussy-les-daours";"Bussy-lès-Daours";"80800";2.43333;49.9167;8
"bussieres-71";"Bussières";"71960";4.70112;46.3392;9
"saint-georges-les-baillargeaux";"Saint-Georges-lès-Baillargeaux";"86130";0.4;46.6667;3
"mazeres-lezons";"Mazères-Lezons";"64110";-0.35;43.2667;5
"gatuzieres";"Gatuzières";"48150";3.48333;44.2;7
"bains-les-bains";"Bains-les-Bains";"88240";6.26667;48;7
"guer";"Guer";"56380";-2.11667;47.9;3
"sailly-sur-la-lys";"Sailly-sur-la-Lys";"62840";2.76667;50.65;4
"capelle-les-hesdin";"Capelle-lès-Hesdin";"62140";2;50.3333;5
"moirey-flabas-crepion";"Moirey-Flabas-Crépion";"55150";5.40306;49.3062;4
"chatillon-le-duc";"Châtillon-le-Duc";"25870";6.01667;47.3;6
"marnezia";"Marnézia";"39270";5.63333;46.5667;9
"orleans";"Orléans";"45000-45100";1.9;47.9167;6
"erstroff";"Erstroff";"57660";6.76667;48.9833;2
"pradelles-59";"Pradelles";"59190";2.6;50.7333;2
"sainte-brigitte";"Sainte-Brigitte";"56480";2.87084;48.1625;10
"herimoncourt";"Hérimoncourt";"25310";6.88333;47.4333;7
"framicourt";"Framicourt";"80140";1.68333;49.95;3
"mouilly";"Mouilly";"55320";5.53333;49.0333;3
"saint-genest-malifaux";"Saint-Genest-Malifaux";"42660";4.41667;45.3333;10
"saint-gal";"Saint-Gal";"48700";3.43333;44.6667;7
"charrin";"Charrin";"58300";3.6;46.7833;6
"saires-la-verrerie";"Saires-la-Verrerie";"61220";-0.5;48.6833;8
"villefranque-64";"Villefranque";"64990";-1.45;43.4333;6
"saint-michel-de-bannieres";"Saint-Michel-de-Bannières";"46110";1.68333;44.9833;8
